,Unnamed: 0,introduction,nickName,popularity,sumBidAmount,sumSelfBidAmount,userId,yieldRate,sumBidAmountDetail,registerDate
306,306,投资拍拍贷三年多，已经走完标数14万，正投标数7万，累计收益16%,清晨的香,7,266421.0,0.0,9813521,16.16,32800174,2015-10-18
307,307,投资拍拍贷一年半，一直信标，收益不错,最爱皖南,7,147051.0,28060.0,43573578,18.23,2600817,2017-02-04
308,308,追求收益与风险均衡.,山海浓情,7,95753.0,71347.0,43142522,17.669999999999998,2678355,2017-01-24
309,309,p2p投资10年+,潘多拉的宝剑,7,82703.0,32824.0,21508114,13.61,2887447,2016-03-29
310,310,只做信用标，能够严格控制逾期率，本着自己的良心，为大家提供优质的策略，,尘兮,7,25141.0,8999.0,53050311,18.56,2407454,2017-05-23
311,311,20年理财经历，7年P2P。坚守一颗执着的心，梦想，终会吹响人生的集结号。拍拍贷，敬，不甘平凡的我们！每个人心中都有一个拍拍贷！,见微知著,7,22700.0,19090.0,52393526,15.690000000000001,2338050,2017-05-16
312,312,知名互联网公司研发总监，5年以上网贷投资经验，资金投入超200万，投资过十个以上平台，撸过羊毛，也踩过雷。散于总结经验，通过大数据分析和亲自实践，严控风险，追求收益最大化，期待投资收益率超过18%。,钱多多,6,543975.0,400.0,5799857,15.21,2074879,2015-04-10
313,313,坚持长期投资,黑暗,6,368443.0,327832.0,736782,12.559999999999999,27804897,2012-04-19
314,314,本人领投，控制逾期为首要原则,双赢,6,27331.0,10370.0,17531965,14.91,3637640,2015-12-25
315,315,本人在拍拍贷注册并投资时间超过5年，操作投资资金超千万，拥有可观的投资数据（就是花钱买的教训，呵呵）现有投资策略皆为根据教训及时间累积而成，无他。,百叶莲花,5,331918.0,94048.0,1083429,14.799999999999999,31518096,2013-06-26
316,316,多年P2P投资经验,巴山,5,297514.0,134122.0,48282277,15.690000000000001,4982492,2017-03-29
317,317,投资经验2年，收益率15%左右。,BbqYee,5,19620.0,9670.0,21210149,18.11,4966550,2016-03-23
318,318,努力一下，年化16%还是可以达到的。,无涯,4,394891.0,188233.0,58083981,16.509999999999998,5619562,2017-07-13
319,319,本人从事IT工作十余年，从2010年开始进行网贷投资，拍拍贷投资也超过3年，热衷大数据分析。希望能与大家共享更高收益策略！,骑猫打老虎,4,124411.0,40959.0,22476677,16.11,8199744,2016-04-16
320,320,秋风无痕，故事有情，大家在拍拍共同奋斗。,秋风无痕,4,97640.0,75870.0,18301094,17.8,8042855,2016-01-12
321,321,在风险中寻找高收益低风险,海南大兵,4,30328.0,0.0,1858904,20.03,6974378,2014-05-05
322,322,拍拍贷资深投资人，专注信用标投资，有经过完整周期检验过的完善策略，收益高，波动小，欢迎使用！ ,秦时明月,4,6440.0,0.0,23961106,12.139999999999999,6207824,2016-05-12
323,323,网贷多年，有收获也受损失，不断体验并寻找真正稳健发展的P2P平台，最终落脚拍拍贷。希望在这里获得较好收益，与拍拍贷一起成长。,一盏清茶,4,4570.0,0.0,34212536,16.56,5486566,2016-10-08
324,324,10年投资经验，穿越多个经济周期，用最小风险获取最大收益,走过亿万年,3,83660.0,0.0,48790331,18.23,3194679,2017-04-04
325,325,13年接触网贷，16年投资拍拍贷，投资金额超百万，注重个人信用贷款各项数据分析，严控风险，减少波动性。,西村电棍,3,14745.0,7080.0,41463528,17.06,5094516,2017-01-06
326,326,本科毕业，企业高管，投资拍拍贷几年了，以前也投过股票和基金，比较而言，对拍拍贷很满意！收益不低，现金流好。设计个策略自动投更爽！,耕耘,3,12592.0,1242.0,18572036,13.780000000000001,22994943,2016-01-17
327,327,精心研究，创造佳绩！,露莉,3,4110.0,1300.0,16822962,13.61,3010730,2015-12-08
328,328,闲庭信步，严控风险,孤云轻步,2,1700.0,0.0,29001867,16.85,5300287,2016-07-27
329,329,2017年开始拍拍贷，信标金额上百万,小试牛刀,2,1120.0,120.0,41056885,15.76,4074616,2017-01-01
330,330,2012年加入拍拍贷，见证了拍拍贷的发展历程，经历了投资安全标到淘宝标、慧聪标、线下考察标到赔标，又到信标，现在大部分资金投入信用标。坚持理性、长线、稳健的投资策略。,画语,1,3500.0,0.0,858284,13.100000000000001,20703554,2012-09-20
331,331,向钱进，向钱进，向钱进！,鲤鱼奔龙门,1,950.0,0.0,1443918,10.2,186671,2014-01-13
332,332,2015年接触上海拍拍贷，投资最初金额3万元左右，现在投资金额是100万以上。主要投资信用标和小部分赔标及债权，效果很好。,sgxdl,1,440.0,0.0,9362367,17.37,3810367,2015-10-03
333,333,一直努力用最稳妥的方式获得最大的收益,周氏投行,1,300.0,0.0,34280312,15.690000000000001,2547404,2016-10-09
334,334,复旦大学计算机科学系毕业，有十多年投资经验， 在拍拍贷平台投资和研究散标有四年多，累积投资已过千万。 利用大数据分析精选制定策略，在控制好风险的前提下追求高收益。,felix,0,0.0,0.0,1560856,14.23,13303816,2014-03-01
335,335,多年投标经验，运行2年以上的策略，现在和大家分享！,兔子,0,0.0,0.0,22030107,15.68,5333407,2016-04-08
336,336,一个有追求，有理想的人,rabbit,0,0.0,0.0,4588061,13.919999999999998,39352930,2014-12-07
337,337,男，1981.1月出生，国企职工，有3年散标投资经验,收获满满,0,0.0,0.0,20617504,14.719999999999999,3329827,2016-03-11
338,338,近十年金融实操经验，拍拍贷作为风险对冲手段有五年投资经验，大数据分析收益稳定，低逾期高收益。,全景金融,0,0.0,0.0,22584353,14.34,7752681,2016-04-18
339,339,2014年2月投资拍拍贷以来，通过大数据和多维度分析，排除了逾期标，更加细化了自己的投标策略，精选985名校的全日制本科、研究生优质标，实现了非常好的投资收益，得到了稳妥，丰厚的投资快乐。,快乐投资,0,0.0,0.0,1531429,14.510000000000002,5050615,2014-02-21
340,340,拍拍贷出借人,zqf163,0,0.0,0.0,6315048,13.930000000000001,6550392,2015-05-16
341,341,2015年投资拍拍贷，大部分资产投资于此，小赚百余万！,疏雨残烟,0,0.0,0.0,4780587,13.59,24094625,2014-12-27
342,342,借款人能否还款，才是王道。2012年开始投资拍拍贷，见证了拍拍贷每一个重要的转折与改变。教育学心理学双学士，专致演绎借款人的年龄层次与心理结构。挑出违约成本高的群体，就是优质的借款人。,夜无音,0,0.0,0.0,895796,16.48,6254047,2012-10-29
343,343,计算机专业背景，擅长数据分析。,傲霜枝,0,0.0,0.0,1371721,16.72,5404884,2013-12-18
344,344,持之以恒拍拍4年，从小到大，26万净收益，20以上收益很平常。,希伯来人,0,0.0,0.0,1083731,15.27,5526969,2013-06-26
345,345,多年金融投资经验，曾作为嘉宾参加重庆时报理财沙龙，曾每周一做客经济广播电台理财栏目讲解基金理财！,浅唱流年,0,0.0,0.0,4843355,11.559999999999999,441546,2015-01-03
346,346,埋头赚钱,Leona,0,0.0,0.0,7723886,11.700000000000001,1540158,2015-08-04
347,347,陪标策略，稳挣不赔。跟着我，带你发财,钱海茫茫,0,0.0,0.0,36246383,9.139999999999999,36906,2016-11-03
348,348,投资拍拍二年，喜欢拍拍模式,伴随着你,0,0.0,0.0,15190387,17.4,10651134,2015-10-28
349,349,用数据分析，让数据说话,西海岸,0,0.0,0.0,29591935,16.259999999999998,3988174,2016-08-04
350,350,投资以来一直长期坚持自定义选标，投标维度紧随行情调整，侧重数据分析，追求投资风险和回报比重控制，保证了最大收益率和资金利用率的动态平衡，获得了较高的稳定收益。希望大家支持。,奔跑吧蜗牛君,0,0.0,0.0,29782401,16.03,5352332,2016-08-07
351,351,希望长期投资拍拍贷，复利超过15%,小高,0,0.0,0.0,47494802,16.57,3467321,2017-03-21
352,352,通过不断学习，深入挖掘数据价值,心尘,0,0.0,0.0,63015834,17.22,2292627,2017-09-01
353,353,投资拍拍贷四年的，累计投资金额500万，已收益50万，我还会一直投资下去不离不弃。,厚德载物,0,0.0,0.0,5169826,13.76,5201646,2015-02-05
354,354,2015年开始投资拍拍贷，一直坚持投信用标，至今已经3年了，自己研究的策略收益率一直稳定在18左右，相信我的策略能让你的收益更高,旅行者,0,0.0,0.0,15911600,16.42,3694206,2015-11-16
355,355,一线战斗员,乖娃娃,0,0.0,0.0,26234313,14.38,4381378,2016-06-16
356,356,本人投资拍拍贷已有近三年时间，对策略颇有研究，收益颇丰。,海阔天空,0,0.0,0.0,22366156,15.379999999999999,8155576,2016-04-14
357,357,投资股票，债券，期货超过20年，追求稳定高收益,爱拍123,0,0.0,0.0,24253172,16.27,14712132,2016-05-17
358,358,投资拍拍贷4年，投资网贷5年的资深投资客。985名校投资方向硕士，涉猎股市、房市、私募股权等投资市场多年。喜欢探索拍拍贷隐藏的奥秘。,野象,0,0.0,0.0,2543097,15.4,19299914,2014-07-28
359,359,六年P2P投资经验，四年拍拍贷经历。追求风险与收益平衡策略。,moransun,0,0.0,0.0,4383484,14.940000000000001,3719958,2014-11-16
360,360,接触拍拍贷一千余天，不断学习，不断调整，直到爱不释手。,降龙十八掌,0,,,8436497,21.5,2493617,2015-09-02
361,361,佛系投资者,dcr0805,0,,,27845400,17.2,3264732,2016-07-11
362,362,长期从事拍拍贷投标，有数百万个人资金及长期投资经验。,行星,0,,,52611884,17.06,6553662,2017-05-18
363,363,专注散标投资,小亿,0,,,63878462,20.630000000000003,8013195,2017-09-09
364,364,注册三年了，玩过了各种平台，最终选择PPD，顺势而为，稳定大于一切,顺势而为,0,,,20073566,17.37,3844141,2016-02-28
365,365,接触P2P超过五年。2015年开投拍拍贷，投入本金200万，总借出交易额超过1000万，迄今收益年化率稳定在13%以上。投资理念是在确保本金的前提下，兼顾流动性，稳定追求高收益。不冒进，也不会保守，顺势而为。,蝈蝈,0,,,5151342,13.34,11542520,2015-02-03
366,366,15年开始投资拍拍贷，累计年化17%左右。,虚幻如梦,0,,,9876608,17.330000000000002,7276430,2015-10-20
367,367,拍拍贷投资将近两年，不冒险，不激进，稳中求胜。,飞飞哥哥,0,,,44180353,16.33,3361647,2017-02-13
368,368,多年拍拍贷投资经验，百分之九十以上信标投资，到目前总收益还有近十八。,笑笑,0,,,63099801,17.93,4103376,2017-09-02
369,369,"投资P2P多年，对拍拍贷个人信用标情有独钟,追求标量和收益的平衡。",大刚,0,,,52862878,20.150000000000002,2063357,2017-05-21
370,370,投资拍拍贷6年，散标策略投资经验丰富，目前个人除去坏账累计年化长期维持18%以上。,天天向上,0,,,15015357,16.08,2669438,2015-10-23
371,371,长期开展金融管理，希望拓展投资渠道，相互学习投资技巧。,无极,0,,,37059291,16.33,9106801,2016-11-12
372,372,有责任心，有恒心，坚持长期投资，保持较好收益,逸云,0,,,48898012,22.95,3595775,2017-04-05
373,373,加入拍拍贷以来，手动，第三方策略，官方策略都用过，选标严谨，追求长期稳定的收益。,珍珍95,0,,,23674590,13.700000000000001,2216231,2016-05-07
374,374,拍拍贷多年散标投资经验，用大数据来精选好标。,大掌柜,0,,,9505791,16.950000000000003,7132395,2015-10-08
